Month,Pothole,scen,avg.max,median.max
4,Hen,Drain1NT,2127.916489,2517.991443
4,Hen,Drain1Retired,2027.652998,2448.933983
4,Hen,Drain1RetiredAll,714.1377693,0
4,Hen,Drain1RetiredCT,2043.186045,2453.194056
4,Hen,Drain1RetiredNT,2127.916489,2517.991443
4,Hen,Drain2NT,1918.327034,2113.572161
4,Hen,Drain2Retired,1809.504093,2025.396543
4,Hen,Drain2RetiredAll,577.2683187,0
4,Hen,Drain2RetiredCT,1826.260289,2030.932663
4,Hen,Drain2RetiredNT,1918.327034,2113.572161
4,Hen,Drain3NT,1578.802918,1259.014192
4,Hen,Drain3Retired,1417.839541,1026.034362
4,Hen,Drain3RetiredAll,332.4388837,0
4,Hen,Drain3RetiredCT,1434.666373,1048.541553
4,Hen,Drain3RetiredNT,1578.802918,1259.014192
4,Hen,NoTillRetired,2829.816113,3078.683898
